120	текст	текст	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@uad1986m-words#@uad1986m#169.412#169.626
121	и	и	PART	_	_	_	_	_	@uad1986m-words#@uad1986m#193.406#193.681
122	когда	когда	SCONJ	_	_	_	_	_	@uad1986m-words#@uad1986m#193.681#193.956
123	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@uad1986m-words#@uad1986m#193.956#194.231
124	последний	последний	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@uad1986m-words#@uad1986m#194.231#194.506
125	раз	раз	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@uad1986m-words#@uad1986m#194.506#194.781
126	долбоебов	долбоеб	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@uad1986m-words#@uad1986m#194.781#195.056
127	встречал	встречать	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@uad1986m-words#@uad1986m#195.056#195.331
128	а	а	CCONJ	_	_	_	_	_	@uad1986m-words#@uad1986m#204.906#205.243
129	че	что	PRON	_	Case=Nom	_	_	_	@uad1986m-words#@uad1986m#205.243#205.58
130	в	в	ADP	_	_	_	_	_	@uad1986m-words#@uad1986m#205.58#205.917
131	гостинице-то	гостиница	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@uad1986m-words#@uad1986m#205.917#206.254
132	долбоёбы	долбоёб	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@uad1986m-words#@uad1986m#206.254#206.593
133	м	м	INTJ	_	_	_	_	_	@uad1986m-words#@uad1986m#209.781#210.281
134	а	а	INTJ	_	_	_	_	_	@uad1986m-words#@uad1986m#210.281#210.781
135	ну	ну	PART	_	_	_	_	_	@uad1986m-words#@uad1986m#210.781#211.281
136	объясни	объяснить	VERB	_	Aspect=Perf|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@uad1986m-words#@uad1986m#211.281#211.781
137	долбоёб	долбоёб	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@uad1986m-words#@uad1986m#212.281#212.781
139	кто	кто	PRON	_	Case=Nom	_	_	_	@uad1986m-words#@uad1986m#212.781#213.281
140	как	как	PRON	_	_	_	_	_	@uad1986m-words#@uad1986m#234.418#234.751
141	тебе	ты	PRON	_	Case=Dat|Number=Sing|Person=2	_	_	_	@uad1986m-words#@uad1986m#234.751#235.084
142	фоточка	фоточка	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@uad1986m-words#@uad1986m#235.084#235.418
143	ты	ты	PRON	_	Case=Nom|Number=Sing|Person=2	_	_	_	@uad1986m-words#@uad1986m#237.344#237.725
144	знаешь	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@uad1986m-words#@uad1986m#237.725#238.106
145	что	что	SCONJ	_	_	_	_	_	@uad1986m-words#@uad1986m#238.106#238.487
146	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@uad1986m-words#@uad1986m#238.487#238.868
147	за	за	ADP	_	_	_	_	_	@uad1986m-words#@uad1986m#238.868#239.249
148	фотосессия	фотосессия	NOUN	_	Animacy=Inan|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@uad1986m-words#@uad1986m#239.249#239.63
149	и	и	CCONJ	_	_	_	_	_	@uad1986m-words#@uad1986m#239.63#240.013
150	расскажи	рассказать	VERB	_	Aspect=Perf|Mood=Imp|Number=Sing|Person=2|VerbForm=Fin|Voice=Act	_	_	_	@uad1986m-words#@uad1986m#240.81#241.205
151	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@uad1986m-words#@uad1986m#241.205#241.6
152	только	только	PART	_	_	_	_	_	@uad1986m-words#@uad1986m#241.6#241.995
153	вот	вот	PART	_	_	_	_	_	@uad1986m-words#@uad1986m#241.995#242.39
154	вчера	вчера	ADV	_	Degree=Pos	_	_	_	@uad1986m-words#@uad1986m#242.39#242.785
155	вечером	вечер	ADV	_	Degree=Pos	_	_	_	@uad1986m-words#@uad1986m#242.785#243.18
156	увидел	видеть	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@uad1986m-words#@uad1986m#243.18#243.581
157	кто	кто	PRON	_	Case=Nom	_	_	_	@uad1986m-words#@uad1986m#248.16#248.393
158	такая	такой	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@uad1986m-words#@uad1986m#248.393#248.626
159	Люба	Люба	PROPN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@uad1986m-words#@uad1986m#248.626#248.86
160	типа	типа	ADP	_		_	_	_	@uad1986m-words#@uad1986m#251.63#252.056
161	режиссера	режиссер	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@uad1986m-words#@uad1986m#252.056#252.482
162	девочка	девочка	NOUN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@uad1986m-words#@uad1986m#252.586#252.953
163	которая	который	DET	_	Case=Nom	_	_	_	@uad1986m-words#@uad1986m#252.953#253.32
164	помогает	помогать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@uad1986m-words#@uad1986m#253.32#253.687
165	вам	вы	PRON	_	Case=Dat|Number=Plur|Person=2	_	_	_	@uad1986m-words#@uad1986m#253.687#254.054
166	с	с	ADP	_	_	_	_	_	@uad1986m-words#@uad1986m#254.054#254.421
167	[нрзб]	[нрзб]	X	_	_	_	_	_	@uad1986m-words#@uad1986m#254.421#254.793
168	клип	клип	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@uad1986m-words#@uad1986m#261.379#261.715
169	а	а	PART	_	_	_	_	_	@uad1986m-words#@uad1986m#261.715#262.051
170	про	про	ADP	_	_	_	_	_	@uad1986m-words#@uad1986m#262.051#262.387
171	лучшую	лучший	ADJ	_	Case=Acc|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@uad1986m-words#@uad1986m#262.387#262.723
172	песню	песня	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@uad1986m-words#@uad1986m#262.723#263.059
173	а	а	INTJ	_	_	_	_	_	@uad1986m-words#@uad1986m#263.059#263.395
174	твоей	твой	DET	_	Case=Gen|Gender=Fem|Number=Sing	_	_	_	@uad1986m-words#@uad1986m#263.395#263.731
175	сестры	сестра	NOUN	_	Animacy=Anim|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@uad1986m-words#@uad1986m#263.731#264.067
176	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@uad1986m-words#@uad1986m#264.067#264.403
177	она	она	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	@uad1986m-words#@uad1986m#264.403#264.739
178	снимала	снимать	VERB	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@uad1986m-words#@uad1986m#264.739#265.075
179	да	да	PART	_	_	_	_	_	@uad1986m-words#@uad1986m#265.075#265.413
180	а	а	PART	_	_	_	_	_	@uad1986m-words#@uad1986m#287.5#287.85
181	где	где	ADV	_	Degree=Pos	_	_	_	@uad1986m-words#@uad1986m#287.85#288.2
182	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@uad1986m-words#@uad1986m#288.2#288.55
183	где	где	ADV	_	Degree=Pos	_	_	_	@uad1986m-words#@uad1986m#292.795#293.182
184	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@uad1986m-words#@uad1986m#293.182#293.569
185	это	это	PRON	_	Animacy=Inan|Case=Acc|Gender=Neut|Number=Sing	_	_	_	@uad1986m-words#@uad1986m#293.569#293.956
186	снимали	снимать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@uad1986m-words#@uad1986m#293.956#294.344
187	вот	вот	PART	_	_	_	_	_	@uad1986m-words#@uad1986m#298.45#298.649
188	эта	этот	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@uad1986m-words#@uad1986m#298.649#298.848
189	девочка	девочка	NOUN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@uad1986m-words#@uad1986m#298.848#299.047
190	которая	который	PRON	_	Case=Nom	_	_	_	@uad1986m-words#@uad1986m#299.047#299.246
191	на	на	ADP	_	_	_	_	_	@uad1986m-words#@uad1986m#299.246#299.445
192	фотке	фотка	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@uad1986m-words#@uad1986m#299.445#299.644
193	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@uad1986m-words#@uad1986m#299.644#299.843
194	так	так	ADV	_	Degree=Pos	_	_	_	@uad1986m-words#@uad1986m#299.843#300.042
195	понимаю	понимать	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=1|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@uad1986m-words#@uad1986m#300.042#300.241
196	что	что	SCONJ	_	_	_	_	_	@uad1986m-words#@uad1986m#300.241#300.44
197	она	она	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	@uad1986m-words#@uad1986m#300.44#300.639
198	с	с	ADP	_	_	_	_	_	@uad1986m-words#@uad1986m#300.639#300.838
199	тобой	ты	PRON	_	Case=Ins|Number=Sing|Person=2	_	_	_	@uad1986m-words#@uad1986m#300.838#301.037
200	в	в	ADP	_	_	_	_	_	@uad1986m-words#@uad1986m#301.037#301.236
201	клипе	клип	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@uad1986m-words#@uad1986m#301.236#301.435
202	там	там	ADV	_	Degree=Pos	_	_	_	@uad1986m-words#@uad1986m#301.435#301.634
203	и	и	PART	_	_	_	_	_	@uad1986m-words#@uad1986m#301.634#301.833
204	была	быть	AUX	_	Aspect=Imp|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@uad1986m-words#@uad1986m#301.833#302.04
205	что	что	PRON	_	Case=Nom	_	_	_	@uad1986m-words#@uad1986m#303.3#303.508
206	это	это	PRON	_	Animacy=Inan|Case=Nom|Gender=Neut|Number=Sing	_	_	_	@uad1986m-words#@uad1986m#303.508#303.716
207	за	за	ADP	_	_	_	_	_	@uad1986m-words#@uad1986m#303.716#303.924
208	девочка	девочка	NOUN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@uad1986m-words#@uad1986m#303.924#304.132
209	она	она	PRON	_	Case=Nom|Gender=Fem|Number=Sing|Person=3	_	_	_	@uad1986m-words#@uad1986m#304.132#304.34
210	не	не	PART	_	_	_	_	_	@uad1986m-words#@uad1986m#304.34#304.548
211	твоя	твой	DET	_	Case=Nom|Gender=Fem|Number=Sing	_	_	_	@uad1986m-words#@uad1986m#304.548#304.756
212	подруга	подруга	NOUN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@uad1986m-words#@uad1986m#304.756#304.966
213	но	но	CCONJ	_	_	_	_	_	@uad1986m-words#@uad1986m#306.66#306.834
214	не	не	PART	_	_	_	_	_	@uad1986m-words#@uad1986m#306.834#307.008
215	девушка	девушка	NOUN	_	Animacy=Anim|Case=Nom|Gender=Fem|Number=Sing	_	_	_	@uad1986m-words#@uad1986m#307.008#307.183
216	и	и	CCONJ	_	_	_	_	_	@uad1986m-words#@uad1986m#307.96#308.172
217	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@uad1986m-words#@uad1986m#308.172#308.384
218	никогда	никогда	ADV	_	Degree=Pos	_	_	_	@uad1986m-words#@uad1986m#308.384#308.596
219	не	не	PART	_	_	_	_	_	@uad1986m-words#@uad1986m#308.596#308.808
220	мутили	мутить	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@uad1986m-words#@uad1986m#308.808#309.02
221	мгм	мгм	INTJ	_	_	_	_	_	@uad1986m-words#@uad1986m#309.82#310.074
