27	психиатром	психиатр	NOUN	_	Animacy=Anim|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@avk1974m-words#@avk1974m-words#510.598#511.592
28	да	да	CCONJ	_	_	_	_	_	@avk1974m-words#@avk1974m-words#511.592#512.586
29	и	и	PART	_	_	_	_	_	@avk1974m-words#@avk1974m-words#512.586#513.58
30	когнитивно	когнитивный	ADJ	_	Degree=Pos	_	_	_	@avk1974m-words#@avk1974m-words#513.58#514.027
31	-	-	PUNCT	_	_	_	_	_	@avk1974m-words#@avk1974m-words#514.027#514.474
32	поведенчиским	поведенчиский	ADJ	_	Case=Ins|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@avk1974m-words#@avk1974m-words#514.474#514.921
33	психотерапевтом	психотерапевт	NOUN	_	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@avk1974m-words#@avk1974m-words#514.921#515.368
34	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@avk1974m-words#@avk1974m-words#515.368#515.815
35	работал	работать	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@avk1974m-words#@avk1974m-words#515.815#516.262
36	в	в	ADP	_	_	_	_	_	@avk1974m-words#@avk1974m-words#516.262#516.71
37	психиатрической	психиатрический	ADJ	_	Case=Loc|Degree=Pos|Gender=Fem|Number=Sing	_	_	_	@avk1974m-words#@avk1974m-words#517.55#518.03
38	больнице	больница	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@avk1974m-words#@avk1974m-words#518.03#518.51
39	/	/	PUNCT	_	_	_	_	_	@avk1974m-words#@avk1974m-words#518.51#518.99
40	да	да	CCONJ	_	_	_	_	_	@avk1974m-words#@avk1974m-words#518.99#519.47
41	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@avk1974m-words#@avk1974m-words#519.95#520.45
42	был	быть	AUX	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@avk1974m-words#@avk1974m-words#520.45#520.95
43	генеральным	генеральный	ADJ	_	Case=Ins|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@avk1974m-words#@avk1974m-words#521.04#521.586
44	директором	директор	NOUN	_	Animacy=Anim|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@avk1974m-words#@avk1974m-words#521.586#522.132
45	красного	красный	ADJ	_	Case=Gen|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@avk1974m-words#@avk1974m-words#522.132#522.68
46	квадрата	квадрат	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@avk1974m-words#@avk1974m-words#522.83#523.27
47	председателем	председатель	NOUN	_	Animacy=Anim|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@avk1974m-words#@avk1974m-words#523.27#523.71
48	совета	совет	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@avk1974m-words#@avk1974m-words#523.71#524.15
49	директоров	директор	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@avk1974m-words#@avk1974m-words#524.15#524.59
50	компании	компания	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Sing	_	_	_	@avk1974m-words#@avk1974m-words#524.59#525.145
51	продакшн	продакшн	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	_	_	_	@avk1974m-words#@avk1974m-words#525.145#525.7
52	/	/	PUNCT	_	_	_	_	_	@avk1974m-words#@avk1974m-words#525.94#526.24
53	которая	который	PRON	_	Case=Nom	_	_	_	@avk1974m-words#@avk1974m-words#526.24#526.54
54	производила	производить	VERB	_	Aspect=Perf|Gender=Fem|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@avk1974m-words#@avk1974m-words#526.54#526.84
55	продукт	продукт	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@avk1974m-words#@avk1974m-words#526.84#527.14
56	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@avk1974m-words#@avk1974m-words#527.14#527.44
57	кстати	кстати	ADV	_	Degree=Pos	_	_	_	@avk1974m-words#@avk1974m-words#527.51#527.832
58	у	у	ADP	_	_	_	_	_	@avk1974m-words#@avk1974m-words#527.832#528.154
59	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	_	_	_	@avk1974m-words#@avk1974m-words#528.154#528.476
60	снимались	снимать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@avk1974m-words#@avk1974m-words#528.476#528.798
61	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@avk1974m-words#@avk1974m-words#528.798#529.12
62	с	с	ADP	_	_	_	_	_	@avk1974m-words#@avk1974m-words#529.12#529.442
63	Ксенией	Ксения	PROPN	_	Animacy=Inan|Case=Ins|Gender=Fem|Number=Sing	_	_	_	@avk1974m-words#@avk1974m-words#529.442#529.764
64	познакомились	знакомиться	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@avk1974m-words#@avk1974m-words#529.764#530.086
65	/	/	PUNCT	_	_	_	_	_	@avk1974m-words#@avk1974m-words#530.086#530.408
66	ей	она	PRON	_	Case=Dat|Gender=Fem|Number=Sing|Person=3	_	_	_	@avk1974m-words#@avk1974m-words#530.408#530.73
67	было	быть	VERB	_	Aspect=Imp|Gender=Neut|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@avk1974m-words#@avk1974m-words#530.73#531.052
68	ровно	ровно	ADV	_	Degree=Pos	_	_	_	@avk1974m-words#@avk1974m-words#531.052#531.374
69	двадцать	двадцать	NUM	_	Case=Nom	_	_	_	@avk1974m-words#@avk1974m-words#531.374#531.696
70	пять	пять	NUM	_	Case=Nom	_	_	_	@avk1974m-words#@avk1974m-words#531.696#532.018
71	лет	год	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Plur	_	_	_	@avk1974m-words#@avk1974m-words#532.018#532.34
72	/	/	PUNCT	_	_	_	_	_	@avk1974m-words#@avk1974m-words#532.34#532.662
73	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@avk1974m-words#@avk1974m-words#532.662#532.984
74	познакомились	знакомиться	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@avk1974m-words#@avk1974m-words#532.984#533.306
75	у	у	ADP	_	_	_	_	_	@avk1974m-words#@avk1974m-words#533.306#533.628
76	меня	я	PRON	_	Case=Gen|Number=Sing|Person=1	_	_	_	@avk1974m-words#@avk1974m-words#533.628#533.95
77	в	в	ADP	_	_	_	_	_	@avk1974m-words#@avk1974m-words#533.95#534.272
78	кабинете	кабинет	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@avk1974m-words#@avk1974m-words#534.272#534.594
79	/	/	PUNCT	_	_	_	_	_	@avk1974m-words#@avk1974m-words#534.594#534.916
80	на	на	ADP	_	_	_	_	_	@avk1974m-words#@avk1974m-words#534.916#535.238
81	десятом	десятый	ADJ	_	Case=Loc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@avk1974m-words#@avk1974m-words#535.238#535.56
82	этаже	этаж	NOUN	_	Animacy=Inan|Case=Loc|Gender=Masc|Number=Sing	_	_	_	@avk1974m-words#@avk1974m-words#535.56#535.882
83	в	в	ADP	_	_	_	_	_	@avk1974m-words#@avk1974m-words#535.882#536.204
84	останкино	останкить	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@avk1974m-words#@avk1974m-words#536.204#536.526
85	потому	потому	ADV	_	Degree=Pos	_	_	_	@avk1974m-words#@avk1974m-words#536.526#536.848
86	что	что	SCONJ	_	_	_	_	_	@avk1974m-words#@avk1974m-words#536.848#537.17
87	/	/	PUNCT	_	_	_	_	_	@avk1974m-words#@avk1974m-words#537.17#537.492
88	ксении	ксение	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@avk1974m-words#@avk1974m-words#537.492#537.814
89	/	/	PUNCT	_	_	_	_	_	@avk1974m-words#@avk1974m-words#537.814#538.136
90	эээ	эээ	INTJ	_	_	_	_	_	@avk1974m-words#@avk1974m-words#538.136#538.458
91	ей	она	PRON	_	Case=Dat|Gender=Fem|Number=Sing|Person=3	_	_	_	@avk1974m-words#@avk1974m-words#538.458#538.78
92	предложили	предложить	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@avk1974m-words#@avk1974m-words#543.08#543.55
93	вести	вести	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@avk1974m-words#@avk1974m-words#543.74#544.16
94	последнего	последний	ADJ	_	Animacy=Anim|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@avk1974m-words#@avk1974m-words#545.05#545.43
95	героя	герой	NOUN	_	Animacy=Anim|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@avk1974m-words#@avk1974m-words#569.63#570.032
96	да	да	CCONJ	_	_	_	_	_	@avk1974m-words#@avk1974m-words#570.032#570.434
97	да	да	PART	_	_	_	_	_	@avk1974m-words#@avk1974m-words#570.434#570.836
98	да	да	PART	_	_	_	_	_	@avk1974m-words#@avk1974m-words#570.836#571.24
99	в	в	ADP	_	_	_	_	_	@avk1974m-words#@avk1974m-words#583.44#583.768
100	компании	компания	NOUN	_	Animacy=Inan|Case=Loc|Gender=Fem|Number=Sing	_	_	_	@avk1974m-words#@avk1974m-words#583.768#584.096
101	продакшн	продакшн	NOUN	_	Animacy=Inan|Case=Gen|Gender=Fem|Number=Plur	_	_	_	@avk1974m-words#@avk1974m-words#584.096#584.424
102	да	да	PART	_	_	_	_	_	@avk1974m-words#@avk1974m-words#584.424#584.752
103	значит	значить	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@avk1974m-words#@avk1974m-words#584.752#585.08
104	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@avk1974m-words#@avk1974m-words#585.08#585.408
105	да	да	PART	_	_	_	_	_	@avk1974m-words#@avk1974m-words#585.408#585.74
106	щас	щы	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@avk1974m-words#@avk1974m-words#585.76#586.045
107	рассказали	рассказать	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@avk1974m-words#@avk1974m-words#586.045#586.33
108	фабулу	фабула	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@avk1974m-words#@avk1974m-words#586.33#586.74
109	да	да	CCONJ	_	_	_	_	_	@avk1974m-words#@avk1974m-words#586.74#587.15
110	почему	почему	ADV	_	Degree=Pos	_	_	_	@avk1974m-words#@avk1974m-words#587.3#587.595
111	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@avk1974m-words#@avk1974m-words#587.595#587.89
112	интересный	интересный	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@avk1974m-words#@avk1974m-words#587.89#588.185
113	герой	герой	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@avk1974m-words#@avk1974m-words#588.185#588.48
114	да	да	PART	_	_	_	_	_	@avk1974m-words#@avk1974m-words#588.48#588.775
115	а	а	CCONJ	_	_	_	_	_	@avk1974m-words#@avk1974m-words#588.775#589.07
116	зачем	зачем	ADV	_	Degree=Pos	_	_	_	@avk1974m-words#@avk1974m-words#591.01#591.41
117	вам	вы	PRON	_	Case=Dat|Number=Plur|Person=2	_	_	_	@avk1974m-words#@avk1974m-words#591.87#592.39
118	интересный	интересный	ADJ	_	Case=Nom|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@avk1974m-words#@avk1974m-words#593.47#594.47
119	герой	герой	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@avk1974m-words#@avk1974m-words#595.68#596.15
120	так	так	ADV	_	Degree=Pos	_	_	_	@avk1974m-words#@avk1974m-words#596.15#596.484
121	вот	вот	PART	_	_	_	_	_	@avk1974m-words#@avk1974m-words#596.484#596.818
122	так	так	ADV	_	Degree=Pos	_	_	_	@avk1974m-words#@avk1974m-words#596.818#597.152
123	таак	таак	SCONJ	_	_	_	_	_	@avk1974m-words#@avk1974m-words#597.152#597.486
124	плюс	плюс	ADP	_	_	_	_	_	@avk1974m-words#@avk1974m-words#597.486#597.82
125	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@avk1974m-words#@avk1974m-words#597.82#598.154
126	горячий	горячий	ADJ	_	Animacy=Inan|Case=Acc|Degree=Pos|Gender=Masc|Number=Sing	_	_	_	@avk1974m-words#@avk1974m-words#598.154#598.488
127	пирожок	пирожок	NOUN	_	Animacy=Inan|Case=Acc|Gender=Masc|Number=Sing	_	_	_	@avk1974m-words#@avk1974m-words#598.488#598.822
128	потому	потому	ADV	_	Degree=Pos	_	_	_	@avk1974m-words#@avk1974m-words#598.822#599.156
129	что	что	SCONJ	_	_	_	_	_	@avk1974m-words#@avk1974m-words#599.156#599.49
130	все	все	PRON	_	Animacy=Anim|Case=Nom|Number=Plur	_	_	_	@avk1974m-words#@avk1974m-words#599.49#599.824
131	написали	писать	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@avk1974m-words#@avk1974m-words#599.824#600.158
132	про	про	ADP	_	_	_	_	_	@avk1974m-words#@avk1974m-words#600.158#600.492
133	эту	этот	DET	_	Case=Acc|Gender=Fem|Number=Sing	_	_	_	@avk1974m-words#@avk1974m-words#600.492#600.826
134	совершенно	совершенно	ADV	_	Degree=Pos	_	_	_	@avk1974m-words#@avk1974m-words#600.826#601.16
135	новость	новость	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@avk1974m-words#@avk1974m-words#601.16#601.494
136	ничего	ничто	PRON	_	Case=Gen	_	_	_	@avk1974m-words#@avk1974m-words#601.494#601.828
137	из	из	ADP	_	_	_	_	_	@avk1974m-words#@avk1974m-words#601.828#602.162
138	собой	себя	PRON	_	Case=Ins	_	_	_	@avk1974m-words#@avk1974m-words#602.162#602.496
139	не	не	PART	_	_	_	_	_	@avk1974m-words#@avk1974m-words#602.496#602.83
140	представляющую	представлять	VERB	_	Aspect=Imp|Case=Acc|Gender=Fem|Number=Sing|Tense=Pres|VerbForm=Part|Voice=Act	_	_	_	@avk1974m-words#@avk1974m-words#602.83#603.164
141	и	и	CCONJ	_	_	_	_	_	@avk1974m-words#@avk1974m-words#603.164#603.498
142	сделали	делать	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@avk1974m-words#@avk1974m-words#603.498#603.84
143	кучу	куча	NOUN	_	Animacy=Inan|Case=Acc|Gender=Fem|Number=Sing	_	_	_	@avk1974m-words#@avk1974m-words#614.23#614.557
144	шума	шум	NOUN	_	Animacy=Inan|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@avk1974m-words#@avk1974m-words#614.557#614.884
145	/	/	PUNCT	_	_	_	_	_	@avk1974m-words#@avk1974m-words#614.884#615.211
146	да	д	PART	_	_	_	_	_	@avk1974m-words#@avk1974m-words#615.211#615.538
147	а	а	PART	_	_	_	_	_	@avk1974m-words#@avk1974m-words#615.538#615.865
148	знаете	знать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Person=2|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@avk1974m-words#@avk1974m-words#615.865#616.192
149	как	как	SCONJ	_	_	_	_	_	@avk1974m-words#@avk1974m-words#616.192#616.52
150	мы	мы	PRON	_	Case=Nom|Number=Plur|Person=1	_	_	_	@avk1974m-words#@avk1974m-words#617.42#617.81
151	познакомились	знакомиться	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@avk1974m-words#@avk1974m-words#617.81#618.2
152	с	с	ADP	_	_	_	_	_	@avk1974m-words#@avk1974m-words#618.2#618.59
153	Грефом	Греф	PROPN	_	Animacy=Anim|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@avk1974m-words#@avk1974m-words#618.59#618.98
154	меня	я	PRON	_	Case=Acc|Number=Sing|Person=1	_	_	_	@avk1974m-words#@avk1974m-words#618.98#619.37
155	маккензи	маккензь	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@avk1974m-words#@avk1974m-words#619.37#619.76
156	/	/	PUNCT	_	_	_	_	_	@avk1974m-words#@avk1974m-words#619.76#620.15
157	когда	когда	SCONJ	_	_	_	_	_	@avk1974m-words#@avk1974m-words#620.15#620.54
158	только	только	PART	_	_	_	_	_	@avk1974m-words#@avk1974m-words#620.54#620.93
159	Герман	Герман	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@avk1974m-words#@avk1974m-words#620.93#621.32
160	Оскарович	Оскарович	PROPN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@avk1974m-words#@avk1974m-words#621.32#621.71
161	пришел	прийти	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@avk1974m-words#@avk1974m-words#621.71#622.1
162	руководить	руководить	VERB	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@avk1974m-words#@avk1974m-words#622.1#622.49
163	сбербанком	сбербанок	NOUN	_	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@avk1974m-words#@avk1974m-words#622.49#622.88
164	/	/	PUNCT	_	_	_	_	_	@avk1974m-words#@avk1974m-words#622.88#623.27
165	он	он	PRON	_	Case=Nom|Gender=Masc|Number=Sing|Person=3	_	_	_	@avk1974m-words#@avk1974m-words#623.27#623.66
166	меня	я	PRON	_	Case=Acc|Number=Sing|Person=1	_	_	_	@avk1974m-words#@avk1974m-words#623.66#624.05
167	приглашал	приглашать	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@avk1974m-words#@avk1974m-words#624.05#624.44
168	туда	туда	ADV	_	Degree=Pos	_	_	_	@avk1974m-words#@avk1974m-words#624.44#624.83
169	в	в	ADP	_	_	_	_	_	@avk1974m-words#@avk1974m-words#624.83#625.22
170	качестве	качество	NOUN	_	Animacy=Inan|Case=Loc|Gender=Neut|Number=Sing	_	_	_	@avk1974m-words#@avk1974m-words#625.22#625.61
171	топ-менеджера	топменеджер	NOUN	_	Animacy=Anim|Case=Gen|Gender=Masc|Number=Sing	_	_	_	@avk1974m-words#@avk1974m-words#625.61#626.0
172	может	мочь	VERB	_	Aspect=Imp|Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin|Voice=Act	_	_	_	@avk1974m-words#@avk1974m-words#626.0#626.39
173	быть	быть	AUX	_	Aspect=Imp|VerbForm=Inf|Voice=Act	_	_	_	@avk1974m-words#@avk1974m-words#626.39#626.78
174	вы	вы	PRON	_	Case=Nom|Number=Plur|Person=2	_	_	_	@avk1974m-words#@avk1974m-words#628.25#628.432
175	застали	стать	VERB	_	Aspect=Perf|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@avk1974m-words#@avk1974m-words#628.432#628.614
176	двадцать	двадцать	NUM	_	Case=Nom	_	_	_	@avk1974m-words#@avk1974m-words#628.614#628.796
177	пятнадцать	пятнадцать	NUM	_	Case=Nom	_	_	_	@avk1974m-words#@avk1974m-words#628.796#628.978
178	да	да	CCONJ	_	_	_	_	_	@avk1974m-words#@avk1974m-words#628.978#629.16
179	да	да	PART	_	_	_	_	_	@avk1974m-words#@avk1974m-words#629.16#629.342
180	да	да	PART	_	_	_	_	_	@avk1974m-words#@avk1974m-words#629.342#629.53
181	да	да	PART	_	_	_	_	_	@avk1974m-words#@avk1974m-words#629.645#629.924
182	да	да	PART	_	_	_	_	_	@avk1974m-words#@avk1974m-words#629.924#630.203
183	да	да	PART	_	_	_	_	_	@avk1974m-words#@avk1974m-words#630.203#630.482
184	да	да	PART	_	_	_	_	_	@avk1974m-words#@avk1974m-words#630.482#630.761
185	ну	ну	PART	_	_	_	_	_	@avk1974m-words#@avk1974m-words#630.761#631.04
186	вот	вот	PART	_	_	_	_	_	@avk1974m-words#@avk1974m-words#631.04#631.319
187	и	и	PART	_	_	_	_	_	@avk1974m-words#@avk1974m-words#631.319#631.598
188	маккензи	маккензь	NOUN	_	Animacy=Anim|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@avk1974m-words#@avk1974m-words#631.598#631.877
189	просто	просто	PART	_	_	_	_	_	@avk1974m-words#@avk1974m-words#631.877#632.156
190	фрактовали	фрактовать	VERB	_	Aspect=Imp|Mood=Ind|Number=Plur|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@avk1974m-words#@avk1974m-words#632.156#632.435
191	потенциальных	потенциальный	ADJ	_	Animacy=Anim|Case=Acc|Degree=Pos|Number=Plur	_	_	_	@avk1974m-words#@avk1974m-words#632.435#632.714
192	руководителей	руководитель	NOUN	_	Animacy=Anim|Case=Acc|Gender=Masc|Number=Plur	_	_	_	@avk1974m-words#@avk1974m-words#632.714#632.993
193	и	и	CCONJ	_	_	_	_	_	@avk1974m-words#@avk1974m-words#632.993#633.272
194	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@avk1974m-words#@avk1974m-words#633.272#633.551
195	собеседовался	собеседоваться	VERB	_	Aspect=Imp|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Mid	_	_	_	@avk1974m-words#@avk1974m-words#633.551#633.83
196	с	с	ADP	_	_	_	_	_	@avk1974m-words#@avk1974m-words#633.83#634.109
197	германом	герман	NOUN	_	Animacy=Inan|Case=Ins|Gender=Masc|Number=Sing	_	_	_	@avk1974m-words#@avk1974m-words#634.109#634.388
198	оскаровичем	оскаровичем	NOUN	_	Animacy=Inan|Case=Ins|Gender=Neut|Number=Sing	_	_	_	@avk1974m-words#@avk1974m-words#634.388#634.667
199	/	/	PUNCT	_	_	_	_	_	@avk1974m-words#@avk1974m-words#634.667#634.946
200	и	и	CCONJ	_	_	_	_	_	@avk1974m-words#@avk1974m-words#634.946#635.225
201	честно	честно	ADV	_	Degree=Pos	_	_	_	@avk1974m-words#@avk1974m-words#635.225#635.504
202	ему	он	PRON	_	Case=Dat|Gender=Masc|Number=Sing|Person=3	_	_	_	@avk1974m-words#@avk1974m-words#635.504#635.783
203	сказал	сказать	VERB	_	Aspect=Perf|Gender=Masc|Mood=Ind|Number=Sing|Tense=Past|VerbForm=Fin|Voice=Act	_	_	_	@avk1974m-words#@avk1974m-words#635.783#636.062
204	/	/	PUNCT	_	_	_	_	_	@avk1974m-words#@avk1974m-words#636.062#636.341
205	что	что	SCONJ	_	_	_	_	_	@avk1974m-words#@avk1974m-words#636.341#636.62
206	я	я	PRON	_	Case=Nom|Number=Sing|Person=1	_	_	_	@avk1974m-words#@avk1974m-words#636.62#636.91
207	мм	миллиметр	NOUN	_	Animacy=Inan|Case=Nom|Gender=Masc|Number=Sing	_	_	_	@avk1974m-words#@avk1974m-words#638.78#639.085
208	/	/	PUNCT	_	_	_	_	_	@avk1974m-words#@avk1974m-words#639.085#639.39
209	не	не	PART	_	_	_	_	_	@avk1974m-words#@avk1974m-words#639.39#639.695
210	пойду	пойти	VERB	_	Aspect=Perf|Mood=Ind|Number=Sing|Person=1|Tense=Fut|VerbForm=Fin|Voice=Act	_	_	_	@avk1974m-words#@avk1974m-words#639.695#640.0
